2.1 Organization Name,2.2 Project Name,2.4 ProjectType,2.5 Utilization Tracking Method (Invalid),2.6 Federal Grant Programs,5.8 Personal ID,5.9 Household ID,3.15 Relationship to HoH,3.16 Client Location,CaseMembers,3.10 Enroll Date,3.11 Exit Date,3.12 Exit Destination,3.2 Social Security Quality,3.3 Birthdate Quality,Age at Enrollment,Current Age,3.4 Race,3.5 Ethnicity,3.6 Gender,3.7 Veteran Status,3.8 Disabling Condition at Entry,3.917 Living Situation,3.917b Stayed Less Than 7 Nights,3.917 Stayed Less Than 90 Days,"3.917b Stayed in Streets, ES or SH Night Before",3.917 Length of Stay,3.917 Homeless Start Date,Length of Time Homeless (3.917 Approximate Start),3.917 Times Homeless Last 3 Years,3.917 Total Months Homeless Last 3 Years,V5 Last Permanent Address,V5 State,V5 Zip,Municipality (City or County),Days Enrolled in Project,RRH In Permanent Housing,RRH Date Of Move-In,Days Enrolled Until RRH Date of Move-in,4.1 Housing Status,4.4 Covered by Health Insurance,4.11 Domestic Violence,4.11 Domestic Violence - Currently Fleeing DV?,4.11 Domestic Violence - When it Occurred,4.13 Engagement Date,Days Enrolled Until Engagement Date,4.24 Current Status (Retired Data Element),4.24 In School (Retired Data Element),4.24 Connected to McKinney Vento Liason (Retired),Household Type,Latitude,Longitude,R1 Referral Source,R2 Date Status Determined,R2 Enroll Status,R2 Runaway Youth,R2 Reason Why No Services Funded,R3 Sexual Orientation,R4 Last Grade Completed,R5 School Status,R6 Employed Status,R6 Why Not Employed,R6 Type of Employment,R6 Looking for Work,R7 General Health Status,R8 Dental Health Status,R9 Mental Health Status,R10 Pregnancy Status,R10 Pregnancy Due Date,Client Record Restricted,InfoReleaseNo,Information Release Status,4.12 Contact Services,Date of Last Contact (Beta),Date of First Contact (Beta),Count of Bed Nights (Housing Check-ins),Date of Last ES Stay (Beta),Date of First ES Stay (Beta),4.2 Income Total at Entry,4.02 Total Income at Annual Update,4.2 Income Total at Exit,4.3 Non-Cash Benefit Count,4.3 Non-Cash Benefit Count at Exit,CurrentDate,Barrier Count at Entry,Chronic Homeless Status,ProgramType,SOAR Eligibility Determination (Most Recent),SOAR Enrollment Determination (Most Recent),RRH | Most Recent Enrollment,Street Outreach | Most Recent Enrollment,Coordinated Entry | Most Recent Enrollment,Emergency Shelter | Most Recent Enrollment,Transitional Housing | Most Recent Enrollment,PSH | Most Recent Enrollment,Prevention | Most Recent Enrollment,Under 25 Years Old,ClientID,4.10 Alcohol Abuse (Substance Abuse),4.07 Chronic Health Condition,4.06 Developmental Disability,4.10 Drug Abuse (Substance Abuse),4.08 HIV/AIDS,4.09 Mental Health Problem,4.05 Physical Disability,CaseChildren,CaseAdults,Bed Nights During Report Period,Count of Bed Nights - Entire Episode,HEN-HP Referral Most Recent,HEN-RRH Referral Most Recent,WorkSource Referral Most Recent,YAHP Referral Most Recent,4.04.10 Other Public,4.04.10 State Funded,4.04.11 Indian Health Services (IHS),4.04.12 Other,4.04.3 Combined Childrens HealthInsurance/Medicaid,4.04.3 Medicaid,4.04.4 Medicare,4.04.5 State Children's health Insurance S-CHIP,4.04.6 Veteran's Administration Medical Services,4.04.8 Health Insurance obtained through COBRA,4.04.7 Private - Employer,4.04.9 Private,4.04.9 Private - Individual,4.2.3a Earned Income,4.2.4b Unemployment Insurance,4.2.5c Supplemental Security Income,4.2.6d Social Security Disability  Income,4.2.7e VA Disability Compensation,4.2.8f VA Disability Pension,4.2.9g Private Disability Income,4.2.10h Workers Compensation,4.2.11i TANF,4.2.12j General Assistance,4.2.13k Retirement (Social Security),4.2.14l Pension from a Former Job,4.2.15m Child Support,4.2.16n Alimony,4.2.17o Other Income,Chronic Homeless Status_vHMISDatAssessment,Chronic Homeless Status_EvaluatevHMIS&HMISDA
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98157,125619,Self,Spokane City & County CoC,2,12/21/2019 12:00 AM,1/6/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Client Refused,Full DOB Reported,36,36,White,Non-Hispanic/Latino,Female,No,No,Hotel or motel paid for without emergency shelter voucher,,,,Two to six nights,11/10/2019 12:00 AM,57,Four or more times,12,Client doesn't know,,,,16,,,No Move-In Date,Category 1 - Homeless,Yes,Yes,Yes,Within the past three months,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,2,1/5/2020 12:00 AM,12/21/2019 12:00 AM,800,,463,1,1,9/1/2020 12:20 PM,0,0,1,,,,,06/11/2020 - Current: CC--CA-HFCA,12/21/2019 - 01/06/2020: FPS--ES--Open Doors,,,,No,1,,,,,,,,1,1,2,2,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98158,125619,Daughter,,2,12/21/2019 12:00 AM,1/6/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Client doesn't know,Full DOB Reported,2,2,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,16,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,2,1/5/2020 12:00 AM,12/21/2019 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,06/11/2020 - Current: CC--CA-HFCA,12/21/2019 - 01/06/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,1,1,2,2,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,54601,125669,Significant Other (Non-Married),,2,12/23/2019 12:00 AM,12/26/2019 12:00 AM,Client refused,Approximate or partial SSN reported,Full DOB Reported,33,33,White,Non-Hispanic/Latino,Male,No,No,Place not meant for habitation,,,,One year or longer,10/21/2017 12:00 AM,796,One time,More than 12 months,,,,,3,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household without Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,3,12/25/2019 12:00 AM,12/23/2019 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,12/18/2018 - 07/01/2019: CC--CA-HFCA,12/23/2019 - 12/26/2019: FPS--ES--Open Doors,,,,No,1,,,,,,,,0,2,3,3,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,36558,125669,Self,Spokane City & County CoC,2,12/23/2019 12:00 AM,2/2/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,34,35,White,Non-Hispanic/Latino,Female,No,No,Place not meant for habitation,,,,One year or longer,10/21/2017 12:00 AM,834,One time,More than 12 months,Full address reported,WA,99201,,41,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household without Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,7,1/31/2020 12:00 AM,12/23/2019 12:00 AM,,,,1,1,9/1/2020 12:20 PM,0,0,1,,,05/01/2013 - 07/31/2013: CC Partnership--RRH--Rehousing (CHG),,04/02/2020 - Current: SNAP--CA--SHCA,03/01/2020 - 03/02/2020: VOA--ES--Hope House Shelter,10/02/2014 - 01/26/2015: CC--TH--WA0109--SMS,,,No,1,,,,,,,,0,2,7,7,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98198,125681,Self,Spokane City & County CoC,2,12/25/2019 12:00 AM,1/4/2020 12:00 AM,"Staying or living with family, temporary tenure (e.g., room, apartment or house)",Approximate or partial SSN reported,Full DOB Reported,33,34,White,Non-Hispanic/Latino,Male,No,Yes,"Staying or living in a family member's room, apartment or house",,,,"One month or more, but less than 90 days",12/25/2019 12:00 AM,10,One time,3,Full address reported,AR,72653,,10,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household without Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,10,1/3/2020 12:00 AM,12/25/2019 12:00 AM,578.5,,578.5,1,1,9/1/2020 12:20 PM,1,0,1,,,,,,12/25/2019 - 01/04/2020: FPS--ES--Open Doors,,,,No,1,,,Developmental Disability,,,,,0,2,10,10,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,578.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98199,125681,Spouse,,2,12/25/2019 12:00 AM,1/4/2020 12:00 AM,"Staying or living with family, temporary tenure (e.g., room, apartment or house)",Approximate or partial SSN reported,Full DOB Reported,23,24,White,Non-Hispanic/Latino,Female,No,Yes,"Staying or living in a family member's room, apartment or house",,,,"One month or more, but less than 90 days",12/25/2019 12:00 AM,10,One time,3,,,,,10,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household without Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,10,1/3/2020 12:00 AM,12/25/2019 12:00 AM,578.5,,578.5,0,0,9/1/2020 12:20 PM,1,0,1,,,,,,12/25/2019 - 01/04/2020: FPS--ES--Open Doors,,,,Yes,1,,,Developmental Disability,,,,,0,2,10,10,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,578.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,79147,125730,Self,Spokane City & County CoC,4,12/27/2019 12:00 AM,1/14/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,40,41,White,Hispanic/Latino,Female,No,Yes,Place not meant for habitation,,,,"One week or more, but less than one month",12/18/2019 12:00 AM,27,Two times,4,Full address reported,WA,99006,,18,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,15,1/10/2020 12:00 AM,12/27/2019 12:00 AM,1700,,440,1,1,9/1/2020 12:20 PM,0,0,1,,,,,12/26/2019 - Current: CC--CA-HFCA,01/11/2020 - 01/25/2020: CC--ES--Warming Center,12/12/2017 - 03/07/2018: TSA--TH--Stepping Stones,,,No,1,,,,,,,,3,1,15,15,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,29916,125730,Son,,4,12/27/2019 12:00 AM,1/14/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,13,14,White,Non-Hispanic/Latino,Male,,Yes,,,,,,,,,,,,,,18,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,Client doesn't know,Household with Adults and Children,,,,,,,,,7th Grade or 8th Grade,Attending school regularly,,,,,,,,,,True,500,Client may be seen by others,0,,,15,1/10/2020 12:00 AM,12/27/2019 12:00 AM,,,,0,0,9/1/2020 12:20 PM,2,0,1,,,,,12/26/2019 - Current: CC--CA-HFCA,01/11/2020 - 01/25/2020: CC--ES--Warming Center,12/12/2017 - 03/07/2018: TSA--TH--Stepping Stones,,,Yes,1,,Chronic Health,,,,,Physical Disability,3,1,15,15,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,29917,125730,Daughter,,4,12/27/2019 12:00 AM,1/14/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,15,16,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,18,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,Client doesn't know,Household with Adults and Children,,,,,,,,,10th Grade,Attending school irregularly,,,,,,,,,,True,500,Client may be seen by others,0,,,14,1/10/2020 12:00 AM,12/27/2019 12:00 AM,,,,0,0,9/1/2020 12:20 PM,1,0,1,,,,,12/26/2019 - Current: CC--CA-HFCA,01/11/2020 - 01/25/2020: CC--ES--Warming Center,12/12/2017 - 03/07/2018: TSA--TH--Stepping Stones,,,Yes,1,,,,,,Mental Illness,,3,1,14,14,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,29918,125730,Daughter,,4,12/27/2019 12:00 AM,1/14/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,15,16,White,Non-Hispanic/Latino,Female,,Yes,,,,,,,,,,,,,,18,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,Client doesn't know,Household with Adults and Children,,,,,,,,,10th Grade,Attending school irregularly,,,,,,,,,,True,500,Client may be seen by others,0,,,15,1/10/2020 12:00 AM,12/27/2019 12:00 AM,,,,0,0,9/1/2020 12:20 PM,1,0,1,,,,,12/26/2019 - Current: CC--CA-HFCA,01/11/2020 - 01/25/2020: CC--ES--Warming Center,12/12/2017 - 03/07/2018: TSA--TH--Stepping Stones,,,Yes,1,,,,,,Mental Illness,,3,1,15,15,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98250,125744,Son,,3,12/28/2019 12:00 AM,2/28/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Full SSN,Full DOB Reported,14,15,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,62,,,No Move-In Date,,Yes,,,,,No Engagement Date,No,,,Household with Adults and Children,,,,,,,,,7th Grade or 8th Grade,,,,,,,,,,,True,500,Client may be seen by others,0,,,60,2/27/2020 12:00 AM,12/28/2019 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,02/10/2020 - 03/16/2020: CC--RRH--WA0288--Rapid Rehousing,,12/31/2019 - 04/15/2020: CC--CA-HFCA,12/28/2019 - 02/28/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,1,60,60,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98248,125744,Self,Spokane City & County CoC,3,12/28/2019 12:00 AM,2/28/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Full SSN,Full DOB Reported,54,55,White,Non-Hispanic/Latino,Male,No,No,Hotel or motel paid for without emergency shelter voucher,,,,One night or less,12/27/2019 12:00 AM,63,One time,One month (this time is the first month),Full address reported,MT,59847,,62,,,No Move-In Date,,Yes,No,,,12/30/2019 12:00 AM,2,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,3,2/18/2020 12:00 AM,1/29/2020 12:00 AM,60,2/27/2020 12:00 AM,12/28/2019 12:00 AM,,,,1,1,9/1/2020 12:20 PM,2,0,1,,,02/10/2020 - 03/16/2020: CC--RRH--WA0288--Rapid Rehousing,,12/31/2019 - 04/15/2020: CC--CA-HFCA,12/28/2019 - 02/28/2020: FPS--ES--Open Doors,,,,No,1,,Chronic Health,,,,,Physical Disability,2,1,60,60,,,,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98249,125744,Daughter,,3,12/28/2019 12:00 AM,2/28/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Full SSN,Full DOB Reported,13,14,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,62,,,No Move-In Date,,Yes,,,,,No Engagement Date,No,,,Household with Adults and Children,,,,,,,,,7th Grade or 8th Grade,,,,,,,,,,,True,500,Client may be seen by others,0,,,60,2/27/2020 12:00 AM,12/28/2019 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,02/10/2020 - 03/16/2020: CC--RRH--WA0288--Rapid Rehousing,,12/31/2019 - 04/15/2020: CC--CA-HFCA,12/28/2019 - 02/28/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,1,60,60,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,20136,125913,Son,,5,1/1/2020 12:00 AM,5/21/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Full SSN,Full DOB Reported,13,14,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,141,,,No Move-In Date,,Yes,,,,,No Engagement Date,No,,,Household with Adults and Children,,,,,,,,,7th Grade or 8th Grade,Expelled,,,,,,,,,,False,500,Client may be seen by others,1,3/9/2020 12:00 AM,3/9/2020 12:00 AM,141,5/20/2020 12:00 AM,1/1/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,09/16/2015 - 10/05/2015: CC Partnership--RRH--Rehousing (CHG),,08/13/2015 - 08/18/2015: TSA--CA--HFCA,01/01/2020 - 05/21/2020: FPS--ES--Open Doors,10/23/2010 - 05/08/2010: TSA--TH--Stepping Stones,,,Yes,1,,,,,,,,3,2,141,141,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98295,125913,Significant Other (Non-Married),,5,1/1/2020 12:00 AM,5/21/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Approximate or partial SSN reported,Full DOB Reported,28,29,White,Hispanic/Latino,Male,No,No,Hotel or motel paid for without emergency shelter voucher,,,,One night or less,1/1/2016 12:00 AM,1602,Three times,More than 12 months,,,,,141,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,4,4/21/2020 12:00 AM,2/10/2020 12:00 AM,118,5/2/2020 12:00 AM,1/1/2020 12:00 AM,,,1000,1,1,9/1/2020 12:20 PM,1,0,1,,,,,,01/01/2020 - 05/21/2020: FPS--ES--Open Doors,,,,No,1,,,,,,Mental Illness,,3,2,118,118,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98296,125913,Daughter,,5,1/1/2020 12:00 AM,5/21/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Client doesn't know,Full DOB Reported,15,15,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,141,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,Yes,Household with Adults and Children,,,,,,,,,7th Grade or 8th Grade,Attending school regularly,,,,,,,,,,True,500,Client may be seen by others,0,,,112,5/20/2020 12:00 AM,1/1/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,01/01/2020 - 05/21/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,2,112,112,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,96551,125913,Self,Spokane City & County CoC,5,1/1/2020 12:00 AM,5/21/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Approximate or partial SSN reported,Full DOB Reported,32,33,Multi-Racial,Non-Hispanic/Latino,Female,No,No,Hotel or motel paid for without emergency shelter voucher,,,,One night or less,1/1/2016 12:00 AM,1602,Three times,More than 12 months,Full address reported,WA,99207,,141,,,No Move-In Date,Category 1 - Homeless,Yes,Yes,Yes,Three to six months ago (excluding six months exactly),,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,14,5/20/2020 12:00 AM,1/29/2020 12:00 AM,139,5/20/2020 12:00 AM,1/1/2020 12:00 AM,,,,1,1,9/1/2020 12:20 PM,0,0,1,,,,08/12/2019 - 12/04/2019: Transitions--SSO--WA0125--Womens Hearth,,01/01/2020 - 05/21/2020: FPS--ES--Open Doors,,,,No,1,,,,,,,,3,2,139,139,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,24423,125913,Son,,5,1/5/2020 12:00 AM,5/21/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Full SSN,Full DOB Reported,9,10,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,137,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,No,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,Attending school regularly,,,,,,,,,,False,500,Client may be seen by others,0,,,43,5/19/2020 12:00 AM,1/5/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,11/17/2014 - 11/30/2014: CC Partnership--RRH--Rehousing (CHG),,04/30/2014 - 05/09/2014: TSA--CA--HFCA,01/05/2020 - 05/21/2020: FPS--ES--Open Doors,10/23/2010 - 05/08/2010: TSA--TH--Stepping Stones,,,Yes,1,,,,,,,,3,2,43,43,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98299,125919,Self,Spokane City & County CoC,4,1/2/2020 12:00 AM,1/14/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Approximate or partial SSN reported,Full DOB Reported,26,27,Multi-Racial,Hispanic/Latino,Female,No,No,Hotel or motel paid for without emergency shelter voucher,,,,One night or less,12/27/2019 12:00 AM,18,One time,One month (this time is the first month),Full address reported,CA,92544,,12,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,10,1/12/2020 12:00 AM,1/2/2020 12:00 AM,1700,,1700,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,01/02/2020 - 01/14/2020: FPS--ES--Open Doors,,,,No,1,,,,,,,,2,2,10,10,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98300,125919,Spouse,,4,1/2/2020 12:00 AM,1/14/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Approximate or partial SSN reported,Full DOB Reported,30,31,Multi-Racial,Non-Hispanic/Latino,Male,No,No,Hotel or motel paid for without emergency shelter voucher,,,,One night or less,12/27/2019 12:00 AM,18,One time,One month (this time is the first month),,,,,12,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,10,1/12/2020 12:00 AM,1/2/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,01/02/2020 - 01/14/2020: FPS--ES--Open Doors,,,,No,1,,,,,,,,2,2,10,10,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98301,125919,Son,,4,1/2/2020 12:00 AM,1/14/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Client doesn't know,Full DOB Reported,3,4,Multi-Racial,Hispanic/Latino,Male,,No,,,,,,,,,,,,,,12,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,10,1/12/2020 12:00 AM,1/2/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,01/02/2020 - 01/14/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,2,10,10,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98302,125919,Daughter,,4,1/2/2020 12:00 AM,1/14/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Client doesn't know,Full DOB Reported,1,2,Multi-Racial,Hispanic/Latino,Female,,No,,,,,,,,,,,,,,12,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,10,1/12/2020 12:00 AM,1/2/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,,01/02/2020 - 01/14/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,2,10,10,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,76288,125920,Son,,4,1/3/2020 12:00 AM,1/7/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,3,4,Multi-Racial,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,4,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,4,1/6/2020 12:00 AM,1/3/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,01/06/2020 - 01/08/2020: CC--CA-HFCA,01/03/2020 - 01/07/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,2,4,4,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
